id,title
334774.0,Project CARS - Old Vs New Car Pack
6510.0,Lost Planet™: Extreme Condition
6210.0,Vegas: Make It Big™
2990.0,FlatOut 2™
6220.0,FlatOut
6300.0,Dreamfall: The Longest Journey
6510.0,Lost Planet™: Extreme Condition
6310.0,The Longest Journey
6310.0,The Longest Journey
3990.0,Civilization IV®: Warlords
7600.0,Sid Meier's Railroads!
7620.0,Railroad Tycoon II Platinum
8000.0,Tomb Raider: Anniversary
8000.0,Tomb Raider: Anniversary
7650.0,X-COM: Terror From the Deep
8200.0,Sam &amp; Max 101: Culture Shock
2290.0,Final DOOM
8200.0,Sam &amp; Max 101: Culture Shock
2280.0,Ultimate Doom
8210.0,Sam &amp; Max 102: Situation: Comedy
8210.0,Sam &amp; Max 102: Situation: Comedy
2300.0,DOOM II
2270.0,Wolfenstein 3D
9010.0,Return to Castle Wolfenstein
9000.0,Spear of Destiny
9030.0,QUAKE Mission Pack 2: Dissolution of Eternity
2310.0,QUAKE
3810.0,BloodRayne
7670.0,BioShock™
4570.0,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition"
7670.0,BioShock™
3230.0,Genesis Rising
9310.0,"Warhammer® 40,000: Dawn of War® – Winter Assault"
12130.0,Manhunt
4770.0,Rome: Total War™ - Alexander
12150.0,Max Payne 2: The Fall of Max Payne
12160.0,Midnight Club 2
7000.0,Tomb Raider: Legend
7000.0,Tomb Raider: Legend
12500.0,PuzzleQuest: Challenge of the Warlords
12510.0,Prison Tycoon 3™: Lockdown
12530.0,Hunting Unlimited™ 2008
12530.0,Hunting Unlimited™ 2008
12530.0,Hunting Unlimited™ 2008
746090.0,Breath of Warfare
746090.0,Breath of Warfare
8100.0,Conflict: Denied Ops
2700.0,RollerCoaster Tycoon® 3: Platinum
2710.0,Act of War: Direct Action
9710.0,Desperados 2: Cooper's Revenge
2780.0,ARMA: Combat Operations
9760.0,Act of War: High Treason
9800.0,Death to Spies
9800.0,Death to Spies
2700.0,RollerCoaster Tycoon® 3: Platinum
13560.0,Tom Clancy's Splinter Cell®
13000.0,Ninja Reflex: Steamworks Edition
13200.0,Unreal 2: The Awakening
13520.0,Far Cry®
13250.0,Unreal Gold
13540.0,Tom Clancy's Rainbow Six® Vegas
3520.0,Mystery P.I.™ - The Vegas Heist
16180.0,Virtual Villagers - The Secret City
15210.0,Silent Hunter® III
16180.0,Virtual Villagers - The Secret City
15960.0,Little Farm
15900.0,7 Wonders II
15910.0,Luxor Amun Rising
15920.0,Luxor 2
15200.0,Silent Hunter®: Wolves of the Pacific
15080.0,Rayman Raving Rabbids™
15320.0,IL-2 Sturmovik: 1946
15160.0,Petz® Horsez® 2
8320.0,Bone: The Great Cow Race
12540.0,Mahjongg Investigations: Under Suspicion
11040.0,Sherlock Holmes - Nemesis
11050.0,Dracula Origin
12590.0,Sprint Cars Road to Knoxville
12560.0,Ride! Carnival Tycoon
12600.0,Midnight Outlaw: 6 Hours to SunUp
19500.0,Eternity's Child
19500.0,Eternity's Child
12360.0,FlatOut: Ultimate Carnage
15700.0,Oddworld: Abe's Oddysee®
7770.0,X-COM: Enforcer
7760.0,X-COM: UFO Defense
7660.0,X-COM: Apocalypse
20510.0,S.T.A.L.K.E.R.: Clear Sky
17330.0,Crysis Warhead®
17300.0,Crysis
7730.0,X-COM: Interceptor
20900.0,The Witcher: Enhanced Edition Director's Cut
8690.0,STCC - The Game 1 - Expansion Pack for RACE 07
1530.0,Multiwinia
21000.0,LEGO Batman
17120.0,Children of the Nile: Alexandria
16810.0,Sid Meier's Civilization IV: Colonization
19830.0,Tom Clancy's Rainbow Six® 3 Gold
21000.0,LEGO Batman
4460.0,City Life 2008
4460.0,City Life 2008
17140.0,Hinterland
15390.0,Brothers in Arms: Hell's Highway™
19800.0,Brothers in Arms: Earned in Blood™
15380.0,Heroes of Might &amp; Magic V: Hammers of Fate
15350.0,Brain Spa
2820.0,X3: Terran Conflict
22000.0,World of Goo
3540.0,Peggle™ Nights
2820.0,X3: Terran Conflict
20200.0,Galactic Bowling
18300.0,Spectraball
1230.0,Mare Nostrum
20200.0,Galactic Bowling
2820.0,X3: Terran Conflict
18300.0,Spectraball
20200.0,Galactic Bowling
19900.0,Far Cry® 2: Fortune's Edition
12200.0,Bully: Scholarship Edition
11240.0,Space Trader: Merchant Marine
11240.0,Space Trader: Merchant Marine
11240.0,Space Trader: Merchant Marine
12200.0,Bully: Scholarship Edition
256522.0,PRR Wagon Pack 01
248330.0,Dino Run DX
256522.0,PRR Wagon Pack 01
248330.0,Dino Run DX
275144.0,"Class 421 London South East ""Jaffa Cake"""
334120.0,Armikrog
275144.0,"Class 421 London South East ""Jaffa Cake"""
334120.0,Armikrog
256521.0,ATSF Wagon Pack 01
334120.0,Armikrog
256521.0,ATSF Wagon Pack 01
334120.0,Armikrog
256611.0,CSX SD70MAC Add-on Livery
256576.0,CSX ES44AC Add-on Livery
9480.0,Saints Row 2
12770.0,Rise of the Argonauts
17410.0,Mirror's Edge™
18500.0,Defense Grid: The Awakening
18500.0,Defense Grid: The Awakening
18600.0,Mayhem Intergalactic
11340.0,Larva Mortus
15400.0,Harvest: Massive Encounter
18600.0,Mayhem Intergalactic
11340.0,Larva Mortus
10600.0,Empire: Total War™ - Special Forces Units &amp; Bonus Content
22180.0,Penumbra Overture
23460.0,Ceville
23460.0,Ceville
22180.0,Penumbra Overture
22180.0,Penumbra Overture
21010.0,Watchmen: The End is Nigh
13210.0,Unreal Tournament 3 Black
23460.0,Ceville
25830.0,Knights of Honor
27020.0,The Graveyard
12640.0,Drakensang
27020.0,The Graveyard
26000.0,The Maw
24740.0,Burnout Paradise: The Ultimate Box
26000.0,The Maw
26006.0,The Maw: River Redirect
26006.0,The Maw: River Redirect
26005.0,The Maw: Brute Force
11330.0,Obulis
11330.0,Obulis
27800.0,Space Giraffe
3600.0,Escape Rosecliff Island
29580.0,Guild Wars Nightfall®
29540.0,Guild Wars® Game of the Year Edition
29560.0,Guild Wars Factions®
29570.0,Guild Wars Trilogy
29560.0,Guild Wars Factions®
29570.0,Guild Wars Trilogy
18470.0,Helldorado
1930.0,Two Worlds Epic Edition
7510.0,X-Blades
16060.0,Samantha Swift and the Golden Touch
25900.0,King's Bounty: The Legend
16200.0,Virtual Families
8890.0,Freedom Force vs. the Third Reich
7840.0,Death Track®: Resurrection
16200.0,Virtual Families
8880.0,Freedom Force
8880.0,Freedom Force
747290.0,"Little Busters! - Kud Wafter Theme Song Single ""one's future"""
8880.0,Freedom Force
747290.0,"Little Busters! - Kud Wafter Theme Song Single ""one's future"""
34500.0,Light of Altair
34500.0,Light of Altair
34500.0,Light of Altair
1280.0,Darkest Hour: Europe '44-'45
10150.0,Prototype™
29160.0,Blueberry Garden
12470.0,Port Royale 2
22320.0,The Elder Scrolls III: Morrowind® Game of the Year Edition
12440.0,Ankh 2: Heart of Osiris
22330.0,The Elder Scrolls IV: Oblivion® Game of the Year Edition
32710.0,Armored Fist 3
32740.0,MiG-29 Fulcrum
21980.0,Call of Juarez®: Bound in Blood
31860.0,Nancy Drew®: Legend of the Crystal Skull
412440.0,Jane's Realty
31860.0,Nancy Drew®: Legend of the Crystal Skull
412440.0,Jane's Realty
35800.0,BRAINPIPE: A Plunge to Unhumanity
21660.0,Street Fighter® IV
31170.0,Tales of Monkey Island Complete Pack
35800.0,BRAINPIPE: A Plunge to Unhumanity
31930.0,Nancy Drew®: The White Wolf of Icicle Creek
31920.0,Nancy Drew®: The Phantom of Venice
6080.0,Thrillville®: Off the Rails™
6080.0,Thrillville®: Off the Rails™
31900.0,Nancy Drew®: The Creature of Kapu Cave
6090.0,Armed and Dangerous®
6080.0,Thrillville®: Off the Rails™
6010.0,Indiana Jones® and the Fate of Atlantis™
32330.0,LEGO® Indiana Jones™: The Original Adventures
32330.0,LEGO® Indiana Jones™: The Original Adventures
6060.0,"Star Wars: Battlefront 2 (Classic, 2005)"
32310.0,Indiana Jones® and the Last Crusade™
35310.0,Clutch
32360.0,The Secret of Monkey Island: Special Edition
35310.0,Clutch
35300.0,Warfare
31980.0,Nancy Drew®: Ransom of the Seven Ships
21030.0,Watchmen: The End is Nigh Part 2
36000.0,Foreign Legion: Buckets of Blood
36000.0,Foreign Legion: Buckets of Blood
32370.0,STAR WARS™ - Knights of the Old Republic™
32370.0,STAR WARS™ - Knights of the Old Republic™
29180.0,Osmos
38410.0,Fallout 2: A Post Nuclear Role Playing Game
37960.0,Jewel Quest Pack
38000.0,Mahjong Quest Collection
37400.0,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack"
38420.0,Fallout Tactics: Brotherhood of Steel
38430.0,Kingpin — Life of Crime
31180.0,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay
37400.0,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack"
37600.0,Windosill
37600.0,Windosill
32140.0,Midnight Mysteries
13570.0,Tom Clancy's Splinter Cell Chaos Theory®
24029.0,Train Simulator: Colton &amp; Northern Route Add-On
35000.0,Mini Ninjas
37600.0,Windosill
34420.0,XIII Century – Gold Edition
35000.0,Mini Ninjas
43100.0,World of Zoo
32140.0,Midnight Mysteries
32770.0,Joint Operations: Combined Arms Gold
31190.0,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan
208306.0,Train Simulator: US Loco &amp; Asset Pack
37300.0,DinerTown Tycoon
208300.0,Train Simulator: European Loco &amp; Asset Pack
10606.0,Empire: Total War™ - The Warpath Campaign
24870.0,Need for Speed: Shift
41500.0,Torchlight
24840.0,Medal of Honor: Airborne
40700.0,Machinarium
40700.0,Machinarium
35070.0,Flora's Fruit Farm
40300.0,Risen
901735.0,The Stronghold Collection
42800.0,East India Company: Privateer
39560.0,Painkiller: Resurrection
39550.0,SpellForce 2 - Anniversary Edition
39550.0,SpellForce 2 - Anniversary Edition
31200.0,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood
39540.0,SpellForce - Platinum Edition
39540.0,SpellForce - Platinum Edition
34630.0,Massive Assault
34640.0,Massive Assault: Phantom Renaissance
41000.0,Serious Sam HD: The First Encounter
41000.0,Serious Sam HD: The First Encounter
40340.0,Secret Files 2: Puritas Cordis
17450.0,Dragon Age: Origins
37100.0,Aztaka
37100.0,Aztaka
37100.0,Aztaka
32440.0,LEGO® Star Wars™ - The Complete Saga
37500.0,Magnetis
10180.0,Call of Duty®: Modern Warfare® 2
42810.0,For The Glory: A Europa Universalis Game
11450.0,Overlord™
24790.0,Command &amp; Conquer 3: Tiberium Wars
29120.0,Yumsters 2: Around the World
29120.0,Yumsters 2: Around the World
22370.0,Fallout 3: Game of the Year Edition
41802.0,Gratuitous Space Battles: The Tribe
41802.0,Gratuitous Space Battles: The Tribe
38080.0,Build-A-Lot
38090.0,Build-A-Lot 2: Town of the Year
38100.0,Build-A-Lot 3: Passport to Europe
38070.0,Coconut Queen
38070.0,Coconut Queen
38210.0,Roogoo
45700.0,Devil May Cry 4
45700.0,Devil May Cry 4
46410.0,Avencast: Rise of the Mage
708340.0,Shark Simulator
46410.0,Avencast: Rise of the Mage
708340.0,Shark Simulator
46410.0,Avencast: Rise of the Mage
708340.0,Shark Simulator
46410.0,Avencast: Rise of the Mage
708340.0,Shark Simulator
46410.0,Avencast: Rise of the Mage
708340.0,Shark Simulator
46410.0,Avencast: Rise of the Mage
708340.0,Shark Simulator
38110.0,Build-A-Lot 4: Power Source
17570.0,"Pirates, Vikings, and Knights II"
17570.0,"Pirates, Vikings, and Knights II"
38130.0,Farm Frenzy 2
38140.0,Farm Frenzy: Pizza Party
38120.0,Farm Frenzy
38150.0,Farm Frenzy 3
36310.0,Westward® IV: All Aboard
36320.0,Iron Roses
36320.0,Iron Roses
36310.0,Westward® IV: All Aboard
37030.0,UFO: Extraterrestrials Gold
10695.0,Aliens vs. Predator Swarm Map Pack
38180.0,Cradle of Persia
41050.0,Serious Sam Classic: The First Encounter
25960.0,Hearts of Iron III: Soviet Infantry Pack DLC
46250.0,NecroVisioN: Lost Company
41050.0,Serious Sam Classic: The First Encounter
24055.0,Train Simulator: Fort Kent to Eagle Lake Route Add-On
48700.0,Mount &amp; Blade: Warband
39900.0,Coniclysm
49900.0,Plain Sight
49900.0,Plain Sight
12220.0,Grand Theft Auto: Episodes from Liberty City
45730.0,Dark Void™ Zero
42120.0,Lead and Gold: Gangs of the Wild West
45730.0,Dark Void™ Zero
45400.0,Fortix
49600.0,Beat Hazard
40930.0,The Misadventures of P.B. Winterbottom
40930.0,The Misadventures of P.B. Winterbottom
43500.0,M.U.D. TV
43500.0,M.U.D. TV
39630.0,AquaNox
39640.0,AquaNox 2: Revelation
23150.0,Fluttabyes
50940.0,Hidden Expedition: Titanic
50920.0,Hidden Expedition: Amazon
37310.0,DinerTown Detective Agency™
37390.0,Gemini Lost™
49000.0,Hotel Dash™ Suite Success™
50920.0,Hidden Expedition: Amazon
37320.0,The Nightshift Code™
37370.0,TriJinx: A Kristine Kross Mystery™
19080.0,Biozone
19080.0,Biozone
37380.0,Valerie Porter and the Scarlet Scandal™
19080.0,Biozone
19030.0,Rocket Knight
33650.0,Puzzler World
49800.0,Flight of the Icarus
19030.0,Rocket Knight
49800.0,Flight of the Icarus
901478.0,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition
33660.0,Ziro
33660.0,Ziro
34272.0,Comix Zone™
34270.0,SEGA Mega Drive and Genesis Classics
34270.0,SEGA Mega Drive and Genesis Classics
34270.0,SEGA Mega Drive and Genesis Classics
34270.0,SEGA Mega Drive and Genesis Classics
34277.0,Shinobi™ III: Return of the Ninja Master
34276.0,Golden Axe™
34275.0,Gain Ground™
34274.0,Ecco the Dolphin™
34282.0,Shadow Dancer™
34280.0,VectorMan™
34279.0,Space Harrier™ II
34010.0,Alpha Protocol™
22430.0,Fallout 3 - Mothership Zeta
22400.0,Fallout 3 - Operation Anchorage
630.0,Alien Swarm
22410.0,Fallout 3 - Broken Steel
22420.0,Fallout 3 - The Pitt
24780.0,SimCity™ 4 Deluxe Edition
24780.0,SimCity™ 4 Deluxe Edition
33670.0,Disciples III - Renaissance Steam Special Edition
33670.0,Disciples III - Renaissance Steam Special Edition
34920.0,Razor2: Hidden Skies
34920.0,Razor2: Hidden Skies
48136.0,The Settlers 7: Uncharted Land Map Pack
34920.0,Razor2: Hidden Skies
46720.0,Dimensity
25962.0,Hearts of Iron III DLC: German II Spritepack
24634.0,Trainz Simulator DLC: Blue Comet
63900.0,Fantasy Wars
50510.0,Burn Zombie Burn!
47540.0,Puzzle Quest 2
47540.0,Puzzle Quest 2
24075.0,Train Simulator: Network Southeast Class 47 Loco Add-On
50130.0,Mafia II
25760.0,Madballs B*D*I Clan Skins
25762.0,Madballs BDI Evolution Skin Rollup
25763.0,Madballs Scorched Evolution Skin Rollup
48800.0,Ship Simulator Extremes
25764.0,Madballs Holiday Skin Rollup
42980.0,Victoria I Complete
22600.0,Worms Reloaded
65700.0,Arma 2: British Armed Forces
418430.0,Survive Me Miolhr
65700.0,Arma 2: British Armed Forces
418430.0,Survive Me Miolhr
46770.0,Making History II: The War of the World
418430.0,Survive Me Miolhr
46770.0,Making History II: The War of the World
418430.0,Survive Me Miolhr
46770.0,Making History II: The War of the World
395239.0,HELLDIVERS™ - Vehicles Pack
46770.0,Making History II: The War of the World
395239.0,HELLDIVERS™ - Vehicles Pack
65700.0,Arma 2: British Armed Forces
42960.0,Victoria II
25761.0,Madballs Scorched Clan Skins
4850.0,Cossacks: Back to War
28011.0,Kane &amp; Lynch 2: Alliance Weapon Pack
57640.0,Broken Sword: Director's Cut
50145.0,Mafia II DLC: Jimmy's Vendetta
70300.0,VVVVVV
34841.0,Sniper: Ghost Warrior - Map Pack
48137.0,The Settlers 7: Conquest - The Empire Expansion DLC
70400.0,Recettear: An Item Shop's Tale
57300.0,Amnesia: The Dark Descent
57300.0,Amnesia: The Dark Descent
70300.0,VVVVVV
57300.0,Amnesia: The Dark Descent
46600.0,Swarm Arena
46600.0,Swarm Arena
34314.0,Super Thunder Blade™
34314.0,Super Thunder Blade™
34310.0,Galaxy Force II™
70100.0,Hacker Evolution
70110.0,Hacker Evolution: Untold
38600.0,Faerie Solitaire
70110.0,Hacker Evolution: Untold
38600.0,Faerie Solitaire
57620.0,Patrician IV - Steam Special Edition
49310.0,Commander: Conquest of the Americas - Colonial Navy
70900.0,Star Ruler
41060.0,Serious Sam Classic: The Second Encounter
70900.0,Star Ruler
50620.0,Darksiders™
22650.0,Alien Breed 2: Assault
50620.0,Darksiders™
9940.0,Blade Kitten
29700.0,Guild Wars: Eye of the North®
2840.0,X: Beyond the Frontier
2840.0,X: Beyond the Frontier
29700.0,Guild Wars: Eye of the North®
42920.0,The Kings' Crusade
61510.0,Age of Wonders II: The Wizard's Throne
61510.0,Age of Wonders II: The Wizard's Throne
2850.0,X: Tension
2850.0,X: Tension
70200.0,Governor of Poker 2
70210.0,Governor of Poker 2 - Premium Edition
70210.0,Governor of Poker 2 - Premium Edition
70200.0,Governor of Poker 2
70210.0,Governor of Poker 2 - Premium Edition
70210.0,Governor of Poker 2 - Premium Edition
61520.0,Age of Wonders Shadow Magic
61500.0,Age of Wonders
47790.0,Medal of Honor™
45750.0,Lost Planet® 2
46450.0,Grotesque Tactics: Evil Heroes
46450.0,Grotesque Tactics: Evil Heroes
46450.0,Grotesque Tactics: Evil Heroes
45750.0,Lost Planet® 2
57800.0,Doc Clock: The Toasted Sandwich of Time
57800.0,Doc Clock: The Toasted Sandwich of Time
57800.0,Doc Clock: The Toasted Sandwich of Time
22380.0,Fallout: New Vegas
67000.0,The Polynomial - Space of the music
67000.0,The Polynomial - Space of the music
22380.0,Fallout: New Vegas
67000.0,The Polynomial - Space of the music
80300.0,Puzzle Bots
80300.0,Puzzle Bots
50000.0,Nimbus
50000.0,Nimbus
16868.0,Civilization V - Babylon (Nebuchadnezzar II)
18040.0,DeathSpank
18040.0,DeathSpank
71115.0,Virtua Fighter™ 2
34317.0,Columns™ III
71114.0,Sword of Vermilion™
71115.0,Virtua Fighter™ 2
71112.0,Golden Axe™ II
71113.0,Sonic The Hedgehog
34316.0,Bio-Hazard Battle™
35460.0,The Ball
34315.0,Alien Storm
6120.0,Shank
71113.0,Sonic The Hedgehog
35460.0,The Ball
35460.0,The Ball
34319.0,Ecco™: The Tides of Time
6120.0,Shank
32500.0,STAR WARS™: The Force Unleashed™ II
62000.0,Flight Control HD
62000.0,Flight Control HD
33570.0,Patrician III
33570.0,Patrician III
63700.0,BIT.TRIP BEAT
46362.0,Theatre of War 2 - Battle for Caen
49320.0,Woody Two-Legs: Attack of the Zombie Pirates
72400.0,Clones
46362.0,Theatre of War 2 - Battle for Caen
42964.0,Victoria II: Interwar Spritepack
43011.0,Front Mission Evolved: Wanzer Pack 2
42700.0,Call of Duty®: Black Ops
65400.0,Archon Classic
33950.0,Fish Fillets 2
33980.0,Pound of Ground
33990.0,Alternativa
33950.0,Fish Fillets 2
65710.0,Pat &amp; Mat
38923.0,Rhythm Zone Tornado Visualizer DLC
15740.0,Oddworld: Munch's Oddysee
15750.0,Oddworld: Stranger's Wrath HD
15740.0,Oddworld: Munch's Oddysee
38924.0,Rhythm Zone DJ Table Visualizer DLC
38923.0,Rhythm Zone Tornado Visualizer DLC
38924.0,Rhythm Zone DJ Table Visualizer DLC
15750.0,Oddworld: Stranger's Wrath HD
15740.0,Oddworld: Munch's Oddysee
45500.0,Clickr
31290.0,Back to the Future: The Game
45500.0,Clickr
12100.0,Grand Theft Auto III
35135.0,Lara Croft GoL: Raziel and Kain Character Pack
35137.0,Lara Croft GoL: Things that Go Boom - Challenge Pack 2
35137.0,Lara Croft GoL: Things that Go Boom - Challenge Pack 2
35138.0,Lara Croft GoL: Hazardous Reunion - Challenge Pack 3
80000.0,APOX
92300.0,A.R.E.S.: Extinction Agenda
92300.0,A.R.E.S.: Extinction Agenda
35136.0,Lara Croft GoL: All the Trappings - Challenge Pack 1
33390.0,Zeit²
12110.0,Grand Theft Auto: Vice City
33390.0,Zeit²
80000.0,APOX
694050.0,Phoenix Dynasty 2 - Starter Package
80000.0,APOX
694050.0,Phoenix Dynasty 2 - Starter Package
47780.0,Dead Space™ 2
51060.0,Drawn®: The Painted Tower
51060.0,Drawn®: The Painted Tower
65080.0,Kaptain Brawe: A Brawe New World
63200.0,Monday Night Combat
63200.0,Monday Night Combat
60340.0,Luxor: 5th Passage
63200.0,Monday Night Combat
63200.0,Monday Night Combat
60340.0,Luxor: 5th Passage
60340.0,Luxor: 5th Passage
71116.0,Alien Soldier
71118.0,Landstalker: The Treasures of King Nole
71161.0,Shining in the Darkness
71160.0,Shining Force II
71166.0,ToeJam &amp; Earl
71164.0,Streets of Rage
71117.0,Gunstar Heroes
71119.0,Light Crusader
71163.0,Sonic The Hedgehog 2
47893.0,The Sims™ 3 Ambitions
42000.0,Trino
71120.0,Shining Force
47896.0,The Sims™ 3 Fast Lane Stuff
47895.0,The Sims™ 3 High-End Loft Stuff
42000.0,Trino
47890.0,The Sims™ 3
47892.0,The Sims™ 3 World Adventures
48802.0,Ship Simulator Extremes: Sigita Pack
47894.0,The Sims™ 3 Late Night
57700.0,Who's That Flying?!
47897.0,The Sims™ 3 Outdoor Living Stuff
57700.0,Who's That Flying?!
57700.0,Who's That Flying?!
90504.0,Guardians of Graxia: Elves &amp; Dwarves
7520.0,Two Worlds II HD
9930.0,Test Drive Unlimited 2
41814.0,Gratuitous Space Battles: Galactic Conquest
41814.0,Gratuitous Space Battles: Galactic Conquest
41814.0,Gratuitous Space Battles: Galactic Conquest
42925.0,The Kings' Crusade: New Allies
57650.0,DUNGEONS - Steam Special Edition
24449.0,King Arthur: The Druids
57650.0,DUNGEONS - Steam Special Edition
63710.0,BIT.TRIP RUNNER
18408.0,Crazy Machines 2: Time Travel Add-On
80200.0,Fate of the World
47800.0,RISK™: Factions
18408.0,Crazy Machines 2: Time Travel Add-On
33770.0,Drakensang: The River of Time
63710.0,BIT.TRIP RUNNER
40407.0,AI War: Light of the Spire
80200.0,Fate of the World
80200.0,Fate of the World
56431.0,"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack"
56432.0,"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack"
39120.0,RIFT
56435.0,"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack"
56433.0,"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack"
94000.0,Dinner Date
94000.0,Dinner Date
56437.0,"Warhammer 40,000: Dawn of War II: Retribution"
56434.0,"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack"
39120.0,RIFT
46790.0,Armada 2526
91200.0,Anomaly: Warzone Earth
56536.0,"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack"
48803.0,Ship Simulator Extremes: Ferry Pack
92700.0,Shadow Harvest: Phantom Ops
73012.0,Cities in Motion: Design Classics
91200.0,Anomaly: Warzone Earth
44620.0,STCC The Game 2 – Expansion Pack for RACE 07
73170.0,Darkest Hour: A Hearts of Iron Game
70000.0,Dino D-Day
57655.0,Dungeons: Into the Dark DLC Pack
57655.0,Dungeons: Into the Dark DLC Pack
620.0,Portal 2
620.0,Portal 2
70000.0,Dino D-Day
42918.0,Magicka: Vietnam
56481.0,"Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC"
98200.0,Frozen Synapse
91600.0,Sanctum
73020.0,Majesty 2 Collection
91600.0,Sanctum
91600.0,Sanctum
56438.0,Dawn of War II: Retribution – The Last Stand
91600.0,Sanctum
56482.0,"Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC"
98200.0,Frozen Synapse
56480.0,"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC"
72905.0,Winter Voices Episode 4: Amethyst Rivers
22450.0,Hunted: The Demon’s Forge™
72905.0,Winter Voices Episode 4: Amethyst Rivers
22450.0,Hunted: The Demon’s Forge™
72905.0,Winter Voices Episode 4: Amethyst Rivers
73031.0,Magicka: Nippon
47898.0,The Sims™ 3 Generations
42140.0,Hamilton's Great Adventure
9992.0,Ghostbusters: Sanctum of Slime Challenge Pack DLC
73181.0,Cities in Motion: Tokyo
42140.0,Hamilton's Great Adventure
9992.0,Ghostbusters: Sanctum of Slime Challenge Pack DLC
46490.0,Still Life 2
46480.0,Still Life
42718.0,Call of Duty®: Black Ops Escalation Content Pack
39160.0,Dungeon Siege III
39160.0,Dungeon Siege III
57900.0,Duke Nukem Forever
102700.0,A.V.A. Alliance of Valiant Arms™
